enrollee_id,relevent_experience,experience,company_size,company_type,last_new_job
10281,No relevent experience,12,,,2
28522,Has relevent experience,7,50-99,Pvt Ltd,4
10463,Has relevent experience,2,,,1
25496,Has relevent experience,>20,,,1
12475,Has relevent experience,8,,,never
17315,Has relevent experience,9,<10,NGO,1
15448,Has relevent experience,11,500-999,,1
31812,Has relevent experience,3,100-500,Pvt Ltd,1
18514,Has relevent experience,4,50-99,Pvt Ltd,never
15287,Has relevent experience,10,50-99,Early Stage Startup,1
24012,No relevent experience,6,,,1
19743,Has relevent experience,6,500-999,Pvt Ltd,1
15054,No relevent experience,5,10000+,Pvt Ltd,3
21157,No relevent experience,8,5000-9999,Public Sector,1
22481,Has relevent experience,20,,,1
1862,Has relevent experience,9,10/49,Early Stage Startup,1
27541,No relevent experience,3,,,2
10396,Has relevent experience,4,100-500,Pvt Ltd,1
17553,Has relevent experience,15,10000+,Pvt Ltd,2
18496,Has relevent experience,14,50-99,Pvt Ltd,3
19688,Has relevent experience,13,10000+,Public Sector,2
13785,Has relevent experience,11,50-99,Pvt Ltd,1
19848,Has relevent experience,6,10000+,Pvt Ltd,1
10833,Has relevent experience,>20,10/49,Pvt Ltd,1
14327,Has relevent experience,1,,,1
5401,Has relevent experience,4,<10,,1
5946,Has relevent experience,13,100-500,Funded Startup,1
1697,Has relevent experience,8,100-500,Pvt Ltd,1
29776,Has relevent experience,3,100-500,Funded Startup,2
32417,No relevent experience,6,,,1
5168,Has relevent experience,15,100-500,Pvt Ltd,1
2888,Has relevent experience,2,10/49,Pvt Ltd,never
6530,Has relevent experience,3,100-500,Pvt Ltd,1
14377,Has relevent experience,5,<10,Early Stage Startup,4
15722,Has relevent experience,>20,10000+,Pvt Ltd,2
24799,Has relevent experience,>20,10000+,Pvt Ltd,>4
16894,Has relevent experience,14,50-99,Pvt Ltd,1
14969,No relevent experience,7,,,1
4798,No relevent experience,1,,,1
32552,Has relevent experience,4,100-500,Pvt Ltd,3
15819,Has relevent experience,>20,10000+,Pvt Ltd,3
23283,Has relevent experience,1,5000-9999,Pvt Ltd,1
29639,Has relevent experience,6,1000-4999,Pvt Ltd,1
23466,No relevent experience,6,,,never
31263,No relevent experience,8,500-999,Pvt Ltd,2
7413,No relevent experience,4,,,1
7766,Has relevent experience,9,100-500,Pvt Ltd,2
25861,No relevent experience,3,,,never
15331,Has relevent experience,<1,,,1
31538,Has relevent experience,16,50-99,Pvt Ltd,4
9238,Has relevent experience,6,1000-4999,,3
21816,Has relevent experience,8,100-500,Public Sector,3
10969,No relevent experience,5,100-500,Pvt Ltd,1
3910,Has relevent experience,4,10/49,,1
18212,No relevent experience,3,,,2
11528,Has relevent experience,18,100-500,Pvt Ltd,>4
25877,No relevent experience,2,,,never
26911,Has relevent experience,12,50-99,Pvt Ltd,
3325,No relevent experience,4,50-99,Pvt Ltd,1
24311,No relevent experience,>20,1000-4999,,1
3477,Has relevent experience,>20,500-999,NGO,>4
27283,No relevent experience,2,,,never
19012,Has relevent experience,7,50-99,NGO,1
9261,No relevent experience,3,500-999,Pvt Ltd,3
6211,Has relevent experience,6,10/49,Funded Startup,1
29540,Has relevent experience,9,<10,Pvt Ltd,1
7469,Has relevent experience,5,10000+,Public Sector,never
3952,Has relevent experience,>20,1000-4999,Public Sector,never
23951,Has relevent experience,>20,,,1
3399,Has relevent experience,10,100-500,Pvt Ltd,4
28759,Has relevent experience,10,,,2
8580,Has relevent experience,14,50-99,Funded Startup,1
10866,Has relevent experience,>20,,,3
26266,Has relevent experience,>20,<10,Funded Startup,1
996,Has relevent experience,11,1000-4999,Pvt Ltd,>4
26929,Has relevent experience,15,10000+,Pvt Ltd,2
11368,Has relevent experience,13,50-99,Pvt Ltd,2
30909,Has relevent experience,>20,,,>4
2612,Has relevent experience,15,50-99,Pvt Ltd,>4
23974,Has relevent experience,6,,Pvt Ltd,2
16314,Has relevent experience,6,50-99,,1
27981,Has relevent experience,14,1000-4999,Pvt Ltd,>4
31356,Has relevent experience,>20,100-500,Funded Startup,1
16077,Has relevent experience,9,500-999,Pvt Ltd,1
24165,Has relevent experience,3,10000+,Pvt Ltd,2
29771,Has relevent experience,20,,,2
28053,No relevent experience,4,,,never
32251,No relevent experience,>20,,Public Sector,>4
9964,No relevent experience,>20,100-500,NGO,1
3152,No relevent experience,5,<10,Early Stage Startup,1
26876,Has relevent experience,10,10/49,Pvt Ltd,4
29668,Has relevent experience,9,10/49,Pvt Ltd,1
28234,Has relevent experience,>20,10000+,Pvt Ltd,>4
31712,Has relevent experience,11,100-500,Pvt Ltd,3
14558,Has relevent experience,10,,,1
31741,Has relevent experience,10,1000-4999,Pvt Ltd,2
17758,Has relevent experience,>20,,,2
27739,No relevent experience,9,,,1
5953,Has relevent experience,10,10/49,Pvt Ltd,2
30414,Has relevent experience,4,10/49,Pvt Ltd,1
20877,Has relevent experience,11,1000-4999,,1
10535,Has relevent experience,5,<10,Pvt Ltd,1
24044,Has relevent experience,3,10000+,Pvt Ltd,1
5284,Has relevent experience,>20,,,>4
19969,Has relevent experience,4,10/49,Pvt Ltd,1
17533,Has relevent experience,9,10000+,Pvt Ltd,1
6664,Has relevent experience,5,<10,,4
8993,Has relevent experience,10,10/49,Pvt Ltd,2
30971,Has relevent experience,11,,,1
32591,Has relevent experience,13,,,1
11689,No relevent experience,2,,,never
30536,Has relevent experience,8,<10,Pvt Ltd,2
27123,Has relevent experience,>20,10000+,Pvt Ltd,>4
6453,Has relevent experience,4,<10,Funded Startup,2
32815,Has relevent experience,5,50-99,Pvt Ltd,>4
30360,No relevent experience,2,,Pvt Ltd,never
4317,No relevent experience,10,,Pvt Ltd,never
1688,No relevent experience,9,50-99,Pvt Ltd,never
4232,Has relevent experience,>20,100-500,Public Sector,>4
27733,No relevent experience,>20,,,1
18299,Has relevent experience,10,100-500,,1
1105,Has relevent experience,>20,100-500,Pvt Ltd,>4
12827,No relevent experience,7,1000-4999,Public Sector,2
18345,Has relevent experience,9,,,1
22043,Has relevent experience,7,,,1
12551,Has relevent experience,6,10000+,Pvt Ltd,1
31838,Has relevent experience,8,100-500,,1
6445,Has relevent experience,9,50-99,Pvt Ltd,>4
12415,Has relevent experience,16,<10,Pvt Ltd,>4
30999,Has relevent experience,14,5000-9999,Pvt Ltd,3
29730,Has relevent experience,12,10/49,Pvt Ltd,3
8663,Has relevent experience,10,10/49,Pvt Ltd,>4
15744,No relevent experience,8,50-99,Funded Startup,1
19466,Has relevent experience,11,,,>4
2760,Has relevent experience,1,500-999,Pvt Ltd,1
11042,Has relevent experience,3,50-99,Funded Startup,1
18204,Has relevent experience,<1,,,1
19982,Has relevent experience,>20,10000+,Pvt Ltd,>4
7405,No relevent experience,5,,,1
14689,Has relevent experience,5,100-500,Pvt Ltd,1
21869,Has relevent experience,11,100-500,Pvt Ltd,4
29481,No relevent experience,7,,,1
25361,Has relevent experience,14,<10,Pvt Ltd,4
31200,Has relevent experience,10,,,2
25575,Has relevent experience,>20,,,>4
23146,Has relevent experience,18,10000+,Pvt Ltd,1
32089,Has relevent experience,19,5000-9999,Pvt Ltd,2
1945,Has relevent experience,4,500-999,Pvt Ltd,2
13316,Has relevent experience,15,,,2
21861,Has relevent experience,6,1000-4999,Pvt Ltd,4
3839,Has relevent experience,3,50-99,Public Sector,2
26060,No relevent experience,4,,,1
28408,Has relevent experience,3,,Pvt Ltd,1
6772,Has relevent experience,15,100-500,Pvt Ltd,>4
11044,Has relevent experience,5,1000-4999,Pvt Ltd,3
7227,Has relevent experience,>20,<10,Pvt Ltd,3
20719,No relevent experience,9,,,
11421,Has relevent experience,2,50-99,Pvt Ltd,2
32997,No relevent experience,3,,,never
14641,Has relevent experience,6,1000-4999,Pvt Ltd,2
19656,Has relevent experience,16,,,1
21347,Has relevent experience,7,50-99,Pvt Ltd,1
9190,No relevent experience,3,,,never
5706,Has relevent experience,9,,Pvt Ltd,1
6145,Has relevent experience,7,50-99,,2
25685,Has relevent experience,4,100-500,Early Stage Startup,2
975,Has relevent experience,7,100-500,Other,2
3497,No relevent experience,>20,1000-4999,Pvt Ltd,>4
13054,Has relevent experience,5,50-99,Pvt Ltd,1
16453,No relevent experience,1,100-500,Funded Startup,1
8985,Has relevent experience,>20,10000+,Pvt Ltd,>4
15157,Has relevent experience,7,<10,,1
27343,Has relevent experience,13,50-99,Pvt Ltd,>4
10438,No relevent experience,>20,,,1
29222,Has relevent experience,>20,100-500,Pvt Ltd,1
32906,Has relevent experience,7,10000+,Pvt Ltd,3
9626,Has relevent experience,2,100-500,Pvt Ltd,1
11270,Has relevent experience,9,10000+,Pvt Ltd,1
24393,Has relevent experience,10,10/49,Pvt Ltd,1
25868,Has relevent experience,5,50-99,Pvt Ltd,1
30072,Has relevent experience,10,,,2
29949,No relevent experience,2,,,never
6307,Has relevent experience,12,,,never
14595,Has relevent experience,5,5000-9999,Pvt Ltd,1
18855,Has relevent experience,>20,,Pvt Ltd,>4
15356,No relevent experience,2,,,1
15091,Has relevent experience,6,1000-4999,Pvt Ltd,1
4851,No relevent experience,>20,,,>4
31195,No relevent experience,2,,,1
27917,Has relevent experience,>20,10/49,Pvt Ltd,never
13438,Has relevent experience,11,<10,,never
8414,Has relevent experience,11,10000+,Pvt Ltd,2
10228,Has relevent experience,12,10/49,Pvt Ltd,1
10482,Has relevent experience,13,50-99,Other,1
20519,Has relevent experience,13,5000-9999,Pvt Ltd,3
15224,Has relevent experience,5,50-99,Pvt Ltd,1
26634,Has relevent experience,16,,,1
20678,No relevent experience,3,<10,Pvt Ltd,2
15449,Has relevent experience,4,50-99,,1
15409,Has relevent experience,4,50-99,Funded Startup,1
25211,Has relevent experience,6,10000+,Pvt Ltd,2
31905,No relevent experience,6,10000+,Pvt Ltd,1
16344,No relevent experience,>20,10000+,Pvt Ltd,4
6855,No relevent experience,4,10000+,Pvt Ltd,3
10532,Has relevent experience,4,<10,Pvt Ltd,1
223,Has relevent experience,17,,,3
12921,Has relevent experience,2,1000-4999,Pvt Ltd,1
21376,No relevent experience,4,10/49,Pvt Ltd,1
10150,Has relevent experience,8,10000+,Pvt Ltd,2
30268,No relevent experience,<1,,,1
6001,No relevent experience,1,,,never
10604,Has relevent experience,3,500-999,Pvt Ltd,1
16220,Has relevent experience,>20,5000-9999,Pvt Ltd,2
10845,No relevent experience,6,10/49,Pvt Ltd,2
4376,No relevent experience,4,,,never
32168,Has relevent experience,5,50-99,Pvt Ltd,1
22610,No relevent experience,>20,1000-4999,Public Sector,never
19156,No relevent experience,5,100-500,Public Sector,>4
10220,Has relevent experience,>20,,,>4
30291,Has relevent experience,1,<10,Pvt Ltd,1
27318,Has relevent experience,7,50-99,Funded Startup,1
29684,Has relevent experience,2,5000-9999,Pvt Ltd,1
26968,Has relevent experience,10,10000+,Pvt Ltd,1
18702,No relevent experience,2,,,never
17031,Has relevent experience,3,10/49,Pvt Ltd,1
1113,Has relevent experience,10,<10,Pvt Ltd,2
9937,No relevent experience,4,,,1
20038,Has relevent experience,>20,100-500,,>4
30932,Has relevent experience,15,10/49,Pvt Ltd,never
5531,Has relevent experience,5,,,never
1882,No relevent experience,11,<10,Early Stage Startup,1
27677,Has relevent experience,>20,100-500,Pvt Ltd,>4
163,Has relevent experience,7,<10,Pvt Ltd,>4
23862,Has relevent experience,8,,,1
30668,Has relevent experience,7,50-99,Pvt Ltd,1
3415,Has relevent experience,>20,5000-9999,Pvt Ltd,>4
21886,Has relevent experience,>20,100-500,Pvt Ltd,2
23798,Has relevent experience,3,100-500,Pvt Ltd,1
4892,Has relevent experience,8,5000-9999,Pvt Ltd,never
29882,No relevent experience,3,,,never
7702,Has relevent experience,4,100-500,Funded Startup,1
9329,Has relevent experience,11,<10,Pvt Ltd,>4
21438,Has relevent experience,>20,10000+,Pvt Ltd,2
1856,Has relevent experience,5,5000-9999,Pvt Ltd,1
31902,Has relevent experience,>20,<10,Pvt Ltd,1
22973,Has relevent experience,19,100-500,Pvt Ltd,>4
30510,Has relevent experience,5,50-99,Pvt Ltd,1
14114,Has relevent experience,3,50-99,Pvt Ltd,2
10457,No relevent experience,4,,,never
23747,No relevent experience,5,,,never
9278,Has relevent experience,6,1000-4999,Pvt Ltd,1
9281,Has relevent experience,4,50-99,Pvt Ltd,1
28443,Has relevent experience,9,100-500,Pvt Ltd,2
19246,Has relevent experience,>20,100-500,Pvt Ltd,never
8328,Has relevent experience,15,10000+,Pvt Ltd,>4
13479,No relevent experience,<1,50-99,Pvt Ltd,1
9830,No relevent experience,<1,,,1
28218,No relevent experience,2,,,never
11660,No relevent experience,>20,1000-4999,Pvt Ltd,1
19615,Has relevent experience,5,,NGO,1
23830,Has relevent experience,17,1000-4999,Pvt Ltd,>4
28183,No relevent experience,6,,,1
2402,Has relevent experience,8,10000+,Public Sector,1
22374,Has relevent experience,11,1000-4999,Pvt Ltd,2
23693,No relevent experience,3,<10,Pvt Ltd,1
16803,No relevent experience,4,5000-9999,Public Sector,1
29960,Has relevent experience,8,100-500,Pvt Ltd,never
30539,Has relevent experience,>20,1000-4999,Public Sector,1
14696,Has relevent experience,3,50-99,Pvt Ltd,
710,No relevent experience,8,1000-4999,Public Sector,>4
29224,No relevent experience,1,,,1
25239,Has relevent experience,7,50-99,,>4
5273,Has relevent experience,1,,,1
14661,Has relevent experience,5,,,never
32343,Has relevent experience,>20,50-99,Pvt Ltd,>4
14316,Has relevent experience,>20,,,4
1321,Has relevent experience,5,10000+,Pvt Ltd,1
19067,No relevent experience,1,,,never
20229,Has relevent experience,17,,,>4
32893,Has relevent experience,7,10000+,Pvt Ltd,4
6458,Has relevent experience,11,50-99,Early Stage Startup,>4
18294,No relevent experience,2,100-500,Funded Startup,2
6707,Has relevent experience,12,10/49,Pvt Ltd,>4
5094,Has relevent experience,>20,100-500,Pvt Ltd,>4
1092,Has relevent experience,>20,10/49,Pvt Ltd,1
5532,Has relevent experience,11,10/49,Pvt Ltd,>4
18248,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
14546,Has relevent experience,6,<10,Funded Startup,1
29385,Has relevent experience,8,10000+,Pvt Ltd,1
23119,No relevent experience,9,,,never
12888,Has relevent experience,6,50-99,Pvt Ltd,never
5615,No relevent experience,3,50-99,Pvt Ltd,1
27291,No relevent experience,9,,,1
14824,Has relevent experience,14,,,1
7783,Has relevent experience,7,10000+,Pvt Ltd,2
28026,Has relevent experience,2,<10,Pvt Ltd,never
17463,Has relevent experience,10,10000+,Pvt Ltd,1
24675,No relevent experience,2,,,never
23376,Has relevent experience,5,10/49,Early Stage Startup,2
14983,Has relevent experience,>20,<10,Early Stage Startup,1
20007,Has relevent experience,15,10/49,Pvt Ltd,>4
4872,Has relevent experience,>20,,,>4
27022,Has relevent experience,9,50-99,Pvt Ltd,
16098,Has relevent experience,4,50-99,Pvt Ltd,1
31273,Has relevent experience,15,100-500,Pvt Ltd,2
18507,Has relevent experience,18,10/49,Pvt Ltd,2
30726,No relevent experience,<1,10000+,Pvt Ltd,2
26988,Has relevent experience,17,10000+,Public Sector,>4
10660,Has relevent experience,5,,,3
2700,No relevent experience,,10/49,Pvt Ltd,4
15375,No relevent experience,4,1000-4999,,2
8346,No relevent experience,2,,,1
27144,Has relevent experience,>20,<10,Pvt Ltd,1
7536,Has relevent experience,>20,,,never
32062,Has relevent experience,18,100-500,Funded Startup,1
23467,Has relevent experience,7,1000-4999,Pvt Ltd,1
11415,Has relevent experience,2,,,2
32020,Has relevent experience,9,100-500,Funded Startup,1
17565,No relevent experience,<1,1000-4999,Pvt Ltd,1
10512,Has relevent experience,15,<10,Pvt Ltd,1
26324,Has relevent experience,>20,,,2
32803,Has relevent experience,10,10000+,NGO,>4
4107,Has relevent experience,6,50-99,,2
25153,No relevent experience,<1,100-500,NGO,1
15416,No relevent experience,11,100-500,Pvt Ltd,1
12119,Has relevent experience,7,<10,Pvt Ltd,>4
1637,Has relevent experience,3,,,1
19781,Has relevent experience,9,500-999,Pvt Ltd,1
11362,Has relevent experience,17,,,3
20112,Has relevent experience,>20,5000-9999,NGO,1
22736,No relevent experience,16,10000+,Pvt Ltd,>4
11350,Has relevent experience,6,50-99,Pvt Ltd,3
22282,Has relevent experience,>20,50-99,NGO,3
1897,No relevent experience,7,,,1
20282,No relevent experience,4,,,never
26342,Has relevent experience,>20,100-500,Funded Startup,1
6459,Has relevent experience,6,50-99,Pvt Ltd,1
20315,Has relevent experience,5,,,4
12006,No relevent experience,2,,,1
20762,Has relevent experience,4,10/49,Pvt Ltd,1
24087,Has relevent experience,20,10/49,Pvt Ltd,
1057,Has relevent experience,>20,100-500,Pvt Ltd,2
16320,No relevent experience,6,500-999,,1
17963,No relevent experience,4,,,never
8718,Has relevent experience,15,1000-4999,Pvt Ltd,2
7921,No relevent experience,5,50-99,,1
24775,Has relevent experience,>20,,,1
28487,No relevent experience,2,,,never
19676,Has relevent experience,5,100-500,Pvt Ltd,1
32984,Has relevent experience,11,50-99,Pvt Ltd,1
16240,Has relevent experience,8,,,2
8123,Has relevent experience,4,500-999,Pvt Ltd,1
25378,Has relevent experience,>20,1000-4999,Pvt Ltd,never
31910,Has relevent experience,18,10000+,Pvt Ltd,>4
30598,No relevent experience,9,,,1
33167,Has relevent experience,4,10/49,Pvt Ltd,1
30313,No relevent experience,<1,,,1
2316,No relevent experience,4,,,1
32651,Has relevent experience,7,50-99,Funded Startup,1
25190,No relevent experience,12,10/49,,1
13814,No relevent experience,2,,,1
16059,Has relevent experience,2,10/49,Pvt Ltd,1
32143,No relevent experience,2,100-500,Public Sector,1
22535,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
312,Has relevent experience,>20,50-99,Pvt Ltd,1
20684,No relevent experience,3,,,2
15650,Has relevent experience,5,50-99,Pvt Ltd,1
23212,No relevent experience,2,,,1
16201,No relevent experience,10,50-99,,4
10398,Has relevent experience,>20,10/49,NGO,1
11020,No relevent experience,8,<10,Early Stage Startup,1
5609,Has relevent experience,<1,10/49,Pvt Ltd,1
15994,Has relevent experience,17,100-500,Pvt Ltd,>4
5465,No relevent experience,<1,10/49,Pvt Ltd,1
8393,Has relevent experience,>20,1000-4999,Pvt Ltd,1
8649,No relevent experience,5,50-99,Funded Startup,2
25985,Has relevent experience,>20,50-99,Funded Startup,>4
5196,No relevent experience,10,100-500,Pvt Ltd,2
17039,Has relevent experience,4,100-500,Funded Startup,1
14320,No relevent experience,8,,Public Sector,1
8348,Has relevent experience,9,500-999,Pvt Ltd,>4
30446,Has relevent experience,>20,10000+,Pvt Ltd,1
15480,No relevent experience,4,,,1
1059,Has relevent experience,>20,100-500,Pvt Ltd,3
23217,Has relevent experience,11,10/49,Pvt Ltd,>4
13118,Has relevent experience,>20,100-500,Funded Startup,1
18461,Has relevent experience,5,10/49,Pvt Ltd,1
32044,Has relevent experience,8,10000+,Pvt Ltd,2
10815,Has relevent experience,2,100-500,Other,1
16559,No relevent experience,9,,,never
21346,Has relevent experience,4,10/49,Early Stage Startup,1
16769,Has relevent experience,>20,,,1
3421,Has relevent experience,7,50-99,Pvt Ltd,2
